R,G,B
42,49,46
30,37,56
32,41,68
36,50,56
42,56,38
41,44,29
45,36,39
32,31,33
53,54,52
48,52,41
29,38,18
48,57,37
52,60,49
49,55,50
39,47,36
28,40,22
37,48,32
45,53,46
38,45,40
45,55,43
42,52,40
42,46,51
37,34,59
50,45,46
40,37,32
51,49,41
53,48,50
43,39,45
45,45,45
46,53,46
39,48,45
48,56,63
38,49,53
46,59,51
52,65,51
61,63,63
66,56,68
60,48,54
70,59,51
58,65,68
57,65,65
69,77,76
74,82,81
73,83,83
83,92,95
92,101,104
94,106,108
103,115,115
108,121,119
109,121,121
113,122,125
120,129,132
126,135,138
134,144,144
143,154,152
139,154,163
134,152,153
128,147,144
123,138,141
115,122,141
108,114,137
101,109,122
94,104,104
81,89,88
85,89,94
81,83,94
78,79,89
70,74,75
65,67,67
63,62,72
51,45,68
55,51,63
44,59,55
38,60,48
38,46,45
50,46,51
45,52,45
36,55,36
51,60,50
42,28,39
45,28,39
41,41,27
36,49,17
47,50,28
63,49,50
49,40,50
35,39,44
23,41,64
44,62,79
63,77,96
63,73,103
54,66,100
48,68,99
46,73,99
49,74,108
50,69,107
60,71,99
55,59,70
49,46,55
52,44,67
48,44,73
33,45,49
17,46,20
44,37,44
27,22,31
37,31,42
50,41,54
38,29,39
29,27,27
29,37,30
28,35,32
35,38,43
47,43,54
43,41,47
35,35,35
41,37,36
40,33,36
35,27,37
33,29,40
41,21,50
32,32,50
24,43,46
26,41,37
37,38,36
42,36,41
33,32,41
37,41,42
49,44,43
53,38,46
32,21,41
30,31,45
40,51,43
38,47,26
39,39,25
42,36,37
55,49,44
58,49,45
66,55,51
77,62,59
95,69,63
124,77,69
161,93,80
195,113,95
225,139,115
237,154,122
244,171,127
242,180,126
230,176,121
210,156,115
183,120,100
160,86,84
132,80,80
114,74,62
87,63,43
66,54,42
60,49,57
60,50,66
56,48,58
45,42,38
46,41,38
49,42,49
40,35,50
43,42,51
37,40,31
41,41,27
46,39,36
64,48,59
49,40,43
34,35,33
31,39,32
41,47,42
42,37,39
46,32,43
54,40,52
39,33,38
40,47,40
30,43,29
15,25,13
30,29,25
46,37,40
52,47,49
30,40,34
19,43,31
23,19,14
31,31,31
40,43,51
27,30,45
34,34,50
30,29,39
29,31,31
28,39,29
35,52,39
24,36,30
34,33,35
51,34,47
50,29,44
41,32,42
34,46,48
29,54,50
44,30,42
36,30,35
29,31,32
36,36,48
48,41,62
45,34,50
40,29,32
37,32,31
38,40,40
27,34,31
35,41,30
46,46,34
51,42,45
47,35,55
42,34,57
29,29,45
32,30,30
42,43,39
30,33,24
30,36,25
42,47,38
24,28,22
14,17,15
37,38,36
34,33,29
42,39,35
48,42,43
44,37,40
37,30,35
39,34,36
41,40,36
36,37,28
28,16,46
39,36,51
41,45,50
40,40,52
38,30,47
40,33,36
46,48,36
42,49,36
30,32,32
41,37,42
43,39,34
44,42,34
35,36,40
36,34,54
47,41,60
37,30,37
28,48,29
43,52,65
31,35,63
40,52,56
49,69,46
40,54,36
45,50,51
44,49,48
21,31,14
44,53,43
43,47,66
43,42,76
37,44,53
46,57,37
46,52,35
39,35,41
45,41,47
56,52,57
49,50,46
41,48,33
51,58,43
52,57,55
46,51,54
30,41,31
27,43,19
35,50,29
28,36,35
28,35,38
29,40,30
45,55,43
42,43,57
40,30,76
49,43,48
57,54,49
53,51,40
56,51,48
59,52,59
56,51,60
61,66,64
35,46,38
32,46,42
42,54,58
39,50,54
40,48,47
61,62,58
60,55,52
55,41,43
75,56,59
64,75,73
63,73,73
66,75,78
72,81,85
74,83,86
79,90,88
87,98,96
90,100,100
99,108,111
104,113,117
106,115,118
109,119,119
117,128,125
126,135,132
133,141,141
142,149,152
139,154,156
134,150,149
130,145,147
124,135,143
113,121,138
104,111,130
98,105,120
93,101,108
81,91,91
81,89,89
77,82,85
75,78,82
68,69,73
61,58,67
61,55,72
56,46,69
38,37,63
35,47,49
39,54,46
33,40,43
38,38,52
39,43,44
39,49,33
47,48,44
30,18,36
50,34,52
53,51,41
41,46,17
31,31,17
46,37,50
47,40,61
48,50,61
22,45,77
35,59,87
45,69,97
45,69,105
46,67,112
49,71,119
53,73,120
53,73,114
58,73,105
67,78,98
52,57,72
41,40,60
43,40,66
38,39,60
27,40,38
20,44,20
45,35,48
37,23,34
50,38,50
52,52,66
30,36,49
26,29,33
46,40,35
48,40,40
43,40,49
32,32,44
37,36,40
45,44,40
43,48,46
27,31,36
35,27,37
53,37,44
38,28,40
33,36,50
34,46,56
34,43,47
41,39,45
46,37,50
41,37,48
49,51,45
47,47,29
54,45,41
36,24,44
37,31,54
42,47,46
36,41,20
41,41,25
49,40,43
54,52,42
61,49,43
76,54,56
87,60,64
109,70,72
143,84,75
184,106,83
221,138,106
244,170,136
255,199,170
255,221,191
255,226,187
255,222,174
249,194,151
221,142,121
203,102,100
146,89,74
131,81,69
99,63,57
81,59,54
68,56,54
55,48,51
49,42,49
41,31,43
43,33,45
48,41,48
44,43,47
31,33,34
37,38,42
44,40,45
58,49,52
47,37,37
46,29,38
34,34,34
29,41,35
41,48,43
42,39,41
39,30,40
46,36,48
47,37,43
36,25,21
48,46,35
41,51,39
30,44,38
33,39,38
39,39,39
37,41,36
38,52,40
41,48,43
41,46,45
44,41,50
39,30,43
39,30,43
29,24,33
13,18,17
22,35,27
36,52,41
22,34,28
23,27,28
32,27,36
27,19,30
25,21,32
30,36,41
30,42,44
38,27,37
28,25,27
25,28,32
32,32,48
35,26,52
37,25,43
37,28,31
28,23,20
15,18,16
23,30,23
33,40,25
39,40,24
37,26,28
42,27,48
41,30,56
33,31,51
27,31,20
25,28,19
37,41,35
42,46,40
34,40,29
31,38,23
33,39,22
35,40,25
41,42,32
34,32,24
36,34,24
41,40,26
37,38,18
37,39,19
44,46,27
48,49,33
37,27,50
45,42,57
35,37,45
37,36,46
53,46,59
52,46,51
43,43,37
37,39,33
42,42,42
44,39,41
42,37,36
36,33,29
27,25,31
34,29,44
46,39,54
45,37,47
19,39,27
24,34,41
28,31,46
39,42,46
39,45,34
39,47,36
49,56,51
36,46,40
22,34,22
38,47,44
40,39,55
42,36,61
34,32,44
45,49,43
54,62,52
52,58,57
40,32,43
38,33,42
39,38,42
50,52,52
42,47,46
42,47,50
46,52,57
36,45,48
40,51,48
44,57,49
36,48,42
38,46,45
36,43,46
45,46,60
37,32,63
36,25,71
50,45,46
63,58,59
50,47,43
43,41,33
53,52,48
52,49,58
63,64,74
47,56,53
42,56,44
41,52,49
44,49,64
51,51,67
51,52,48
63,63,45
80,71,67
76,58,75
58,71,63
62,72,72
58,64,75
70,76,89
78,87,91
77,89,83
89,102,94
95,106,103
90,98,105
96,102,115
101,108,117
109,118,115
118,130,118
123,134,124
127,135,135
133,138,147
133,149,138
130,143,141
127,138,146
122,131,144
111,120,133
103,111,124
97,105,118
91,99,112
90,98,105
79,88,85
72,80,73
76,81,79
69,66,75
56,48,65
62,53,74
72,60,82
33,37,72
39,40,54
52,54,55
41,47,60
36,43,68
37,41,52
47,42,39
47,38,41
50,44,67
45,39,64
46,38,38
45,38,23
34,34,34
42,46,71
41,43,74
52,47,68
33,61,96
35,67,103
36,70,113
36,71,121
47,76,137
57,81,147
59,76,132
53,70,103
52,64,82
53,60,79
41,43,73
41,42,70
37,43,54
30,42,36
38,48,42
41,49,49
41,29,49
42,24,37
40,27,35
33,34,48
28,38,55
36,39,47
46,34,30
39,24,22
40,34,45
17,19,30
32,32,32
47,48,39
42,49,46
23,32,36
37,33,39
56,35,37
35,34,36
33,40,43
34,44,51
33,36,50
40,32,55
47,35,57
44,40,46
52,54,42
49,49,31
40,34,27
32,25,32
37,33,44
43,43,43
48,46,38
52,46,41
48,37,39
38,32,37
53,35,36
76,45,42
93,56,52
120,72,68
162,93,78
204,121,89
239,165,117
255,212,164
255,246,216
255,255,242
255,251,243
255,246,226
255,218,186
241,164,132
233,125,101
164,99,71
138,77,67
108,58,62
85,54,57
70,57,49
56,51,42
45,37,44
46,32,56
46,33,57
42,37,46
47,49,43
48,53,51
42,42,54
31,25,44
51,44,51
57,51,44
48,34,46
44,45,49
38,46,45
46,49,47
48,43,45
32,27,36
28,27,37
45,35,41
49,28,26
49,33,26
32,38,27
16,39,31
23,41,40
29,34,33
38,39,35
49,55,44
26,45,42
31,36,37
33,23,29
41,22,31
45,30,38
41,40,44
19,30,28
29,45,38
26,38,32
26,32,27
28,33,31
21,29,29
12,21,25
25,31,36
40,42,50
40,35,44
46,38,45
27,27,27
21,27,26
27,31,42
32,27,48
41,31,48
44,34,40
21,16,18
33,33,39
35,40,43
29,33,27
29,28,18
33,22,24
50,37,51
42,35,48
24,27,32
41,46,37
34,37,35
32,32,38
31,31,37
38,40,40
33,37,26
16,22,5
29,31,19
39,38,34
44,40,39
50,48,40
46,48,29
36,39,13
40,43,17
49,50,30
48,47,33
49,44,53
52,47,62
32,27,42
31,28,37
47,44,46
37,33,38
30,25,34
42,38,44
34,32,32
37,35,34
39,33,38
38,30,40
37,33,39
25,22,24
21,17,22
48,40,51
32,44,48
37,45,45
33,33,33
29,21,28
39,30,40
49,47,46
42,53,37
35,50,36
37,48,46
36,38,48
34,30,42
54,46,57
52,42,58
43,41,53
35,43,43
19,37,24
46,41,43
61,59,59
45,43,43
42,43,47
42,45,50
44,51,48
36,45,42
31,39,46
23,31,44
27,39,39
39,56,35
42,59,38
56,62,67
50,45,77
47,40,75
43,39,64
51,48,44
49,45,51
53,48,57
44,45,41
49,55,44
31,36,35
24,25,39
42,45,53
51,60,50
58,64,59
42,42,56
44,38,61
60,59,61
65,70,55
68,68,62
58,51,66
45,62,49
56,68,68
52,59,74
72,76,95
82,89,98
73,86,78
83,98,84
87,98,95
96,102,113
102,103,123
103,106,120
105,114,111
111,124,108
118,128,115
123,128,129
130,131,145
126,142,125
124,135,133
123,131,144
120,127,142
109,118,128
101,111,118
97,105,118
93,100,117
84,91,100
72,82,76
63,74,58
70,75,66
71,67,78
67,57,80
71,58,82
68,57,77
38,42,71
34,35,49
49,49,55
43,46,61
40,44,68
41,42,56
53,50,46
56,50,51
50,47,62
41,38,54
47,42,43
59,56,48
47,49,57
41,48,75
40,46,75
60,64,82
36,73,107
41,77,125
49,88,150
58,99,168
59,96,170
53,81,152
51,68,124
55,67,95
47,56,65
41,45,63
41,40,72
50,54,78
35,49,43
23,39,15
37,41,36
41,32,58
39,26,48
54,40,51
44,34,40
26,22,34
28,28,46
34,33,42
34,27,24
31,24,21
32,27,36
45,44,54
44,45,43
30,31,21
42,45,43
33,35,43
26,22,27
28,18,11
23,27,32
26,35,32
31,40,37
32,32,46
41,29,59
45,33,55
39,34,35
40,38,30
51,48,44
37,33,32
54,53,43
53,53,41
38,35,31
49,41,48
59,46,54
54,44,44
54,44,67
70,47,55
93,58,48
106,66,48
133,81,64
178,105,83
221,139,98
252,190,130
255,240,180
255,255,230
255,255,254
254,245,255
255,253,255
255,244,220
252,189,145
243,147,94
186,111,85
145,76,66
113,57,62
85,48,52
73,55,48
63,55,48
44,35,45
55,40,67
39,26,52
37,31,42
30,34,29
40,46,45
31,32,46
37,35,55
47,44,53
38,39,30
38,31,46
41,43,53
36,40,41
51,43,44
59,45,51
34,30,41
21,28,37
42,41,45
59,39,38
59,37,32
43,40,35
26,45,42
38,56,57
35,39,40
31,32,28
27,35,25
12,30,31
22,27,28
35,24,26
49,30,33
57,43,45
44,44,44
25,35,35
20,34,33
27,38,36
22,29,24
14,21,14
27,37,31
35,46,43
34,42,42
42,44,52
44,38,49
43,36,43
39,42,40
33,43,37
10,19,22
26,26,40
39,32,45
38,30,37
41,36,45
41,39,58
23,23,41
14,16,24
23,21,20
39,31,32
33,26,31
39,40,36
38,48,32
38,40,41
32,31,40
30,27,43
34,30,49
26,22,34
30,29,31
30,31,29
30,28,28
32,28,34
47,41,52
45,41,46
37,35,27
33,34,18
37,37,21
44,41,33
44,39,38
42,44,38
39,35,47
43,34,55
33,29,35
41,43,37
51,49,55
30,20,43
24,15,35
32,30,30
39,38,34
40,34,45
42,33,54
38,32,37
40,40,28
34,31,26
29,23,34
38,40,51
43,45,45
42,37,34
38,25,33
41,25,43
44,37,42
39,46,31
35,48,34
39,45,50
36,36,50
49,43,54
45,37,44
48,38,55
53,47,70
34,42,49
28,49,34
61,61,49
47,50,35
35,39,27
54,58,53
46,51,49
31,39,32
30,41,33
36,45,48
35,44,54
35,49,45
37,56,29
26,44,15
38,48,42
39,38,58
43,40,62
54,55,65
43,41,40
36,34,40
39,38,48
45,50,53
41,52,44
31,41,35
30,37,40
38,39,49
51,48,57
50,46,51
47,40,47
50,44,55
61,57,68
60,63,67
53,61,60
54,65,62
55,72,59
66,78,80
60,67,84
58,61,82
67,74,83
76,88,82
85,99,87
93,102,99
100,103,117
99,100,121
106,109,123
105,114,111
106,117,101
114,124,111
116,121,122
118,119,133
117,131,113
121,132,129
115,121,132
107,113,126
109,116,125
102,112,119
90,99,109
88,93,108
84,92,99
72,83,75
76,87,71
68,76,66
65,61,72
64,54,77
52,42,65
64,53,73
54,52,64
28,37,40
28,40,40
30,32,42
52,47,62
50,50,56
34,45,37
50,58,47
52,47,44
47,41,42
37,43,38
28,42,36
27,35,42
39,40,60
47,57,74
43,68,72
36,80,111
50,89,144
62,101,180
70,110,193
69,108,183
59,88,155
52,69,125
55,66,98
52,59,68
31,36,39
45,47,57
37,42,51
30,41,33
42,52,36
34,32,32
38,24,48
41,29,51
33,29,35
31,29,29
43,32,42
45,26,45
35,26,36
34,40,35
33,40,35
34,32,38
43,36,43
34,34,28
32,36,24
43,38,35
46,35,43
38,35,37
22,32,19
21,31,38
30,36,35
29,31,31
33,30,39
36,28,45
36,28,39
41,34,39
43,35,42
51,43,54
46,44,44
50,54,35
55,59,34
47,45,35
38,27,37
41,29,41
52,41,44
47,41,64
60,39,47
97,62,52
115,73,54
130,77,57
176,102,78
225,143,101
244,187,125
255,243,177
253,255,228
241,255,251
240,252,255
253,255,252
255,246,217
250,199,149
233,149,91
189,104,88
158,83,74
121,63,58
91,53,51
60,39,38
60,49,51
53,43,55
39,27,45
50,39,59
41,37,49
15,18,23
27,33,38
34,39,48
23,28,37
35,39,44
33,35,36
40,41,61
28,31,45
35,33,39
58,41,45
57,33,43
29,23,34
29,40,48
28,37,41
49,37,37
64,45,42
42,37,34
25,33,33
30,36,41
34,34,40
32,34,34
20,35,27
37,37,43
40,39,41
40,38,37
37,33,28
27,22,19
27,25,24
32,35,39
25,34,38
13,25,27
13,24,21
23,31,21
36,38,26
35,34,24
33,34,32
36,40,45
25,34,43
38,34,39
34,41,34
29,43,32
19,30,28
29,32,40
47,42,51
43,37,42
48,41,54
31,28,53
26,25,51
30,31,45
33,29,34
35,29,30
36,30,31
45,49,37
31,46,18
29,33,34
37,40,45
44,42,54
44,39,54
28,24,36
32,26,37
30,25,34
26,21,30
36,32,43
34,30,41
31,29,35
31,28,30
34,32,31
38,33,34
40,33,36
45,37,44
39,45,34
41,36,45
49,39,56
43,39,45
38,42,37
38,37,46
32,23,50
42,29,55
43,36,43
28,28,28
35,32,47
52,45,66
37,31,36
36,35,21
41,40,30
41,37,42
39,31,42
61,54,57
49,41,42
32,19,27
43,30,44
50,42,49
41,40,36
42,44,38
24,23,25
34,29,38
47,41,52
41,34,49
41,34,55
50,48,68
44,52,59
43,60,49
48,51,36
40,43,28
38,43,28
55,62,47
41,49,39
37,43,42
43,49,56
40,49,53
34,45,43
37,50,42
33,47,36
23,35,23
42,52,39
42,50,43
33,36,41
35,33,52
38,34,45
32,33,37
39,44,47
44,51,60
39,49,56
41,55,49
47,59,47
43,43,49
47,34,60
53,37,60
56,46,46
55,52,44
54,50,62
49,48,74
46,60,66
49,77,54
59,73,67
61,73,75
69,77,90
69,74,89
55,62,71
63,74,72
86,95,92
87,95,95
92,96,107
92,94,112
102,104,115
104,110,109
106,115,105
115,124,114
118,123,124
119,121,131
116,129,115
120,130,124
114,121,124
108,113,122
107,114,123
103,110,119
96,103,112
95,103,110
83,91,91
76,84,77
76,86,74
60,66,61
55,55,61
59,53,70
47,40,61
50,41,62
62,60,60
46,54,54
36,49,51
29,31,39
55,47,58
59,59,65
38,49,46
30,40,28
41,41,27
38,36,26
33,40,37
36,50,56
44,51,66
50,53,68
47,59,69
38,67,71
30,78,114
50,91,153
69,105,189
76,111,197
71,107,177
60,90,149
54,71,127
59,68,111
52,60,73
44,54,38
53,61,38
33,34,24
24,20,26
51,42,55
48,40,50
34,29,30
25,15,32
27,30,34
34,38,33
59,43,50
68,41,57
45,31,42
27,38,35
31,47,40
33,35,36
45,38,41
37,38,29
35,39,27
45,35,35
45,28,37
37,35,35
20,42,24
21,36,38
35,37,47
44,35,48
43,36,39
32,33,24
32,29,25
40,28,40
32,16,39
29,22,37
34,37,35
38,43,28
38,38,22
40,34,27
46,38,39
49,38,46
47,36,44
42,51,54
58,50,50
75,49,43
91,51,46
132,77,68
179,103,84
213,131,90
238,176,116
253,228,166
255,255,212
255,255,235
255,255,237
255,255,224
250,234,187
236,181,138
225,136,99
181,90,85
152,76,64
123,68,55
91,55,49
58,36,41
45,30,44
48,38,51
46,38,48
50,42,52
39,34,49
36,35,51
34,38,49
34,43,46
33,44,42
29,36,39
29,34,43
34,35,56
35,40,55
37,36,45
49,33,40
61,37,47
33,23,35
24,33,42
34,45,49
35,35,35
52,43,40
40,35,36
32,32,38
42,36,47
43,35,45
34,39,40
22,43,35
55,39,50
32,25,28
27,31,26
41,50,40
26,33,26
11,12,10
23,23,29
24,30,37
14,26,30
18,31,29
40,46,35
47,40,25
36,24,12
37,31,24
29,39,39
14,36,41
48,44,49
40,47,40
33,47,36
26,36,36
20,22,32
37,32,41
32,27,29
40,38,44
30,30,46
19,23,41
29,35,42
39,40,38
36,31,32
29,24,25
37,42,33
28,43,22
27,35,28
39,47,37
43,48,39
42,43,39
34,32,32
42,38,44
39,34,43
28,26,32
39,38,40
31,33,33
36,38,38
36,35,39
40,36,42
45,37,47
38,31,38
43,36,39
36,43,36
42,42,42
46,40,45
36,32,38
29,31,39
39,41,52
46,42,61
48,36,58
50,40,57
25,23,35
22,22,34
44,43,52
45,40,42
44,40,35
36,34,26
26,29,20
58,41,52
52,39,47
56,48,55
49,45,51
35,30,39
40,32,42
50,43,48
46,38,39
29,21,21
40,33,36
44,38,49
36,32,51
34,32,54
40,43,58
38,44,49
30,39,36
33,34,30
36,37,33
48,52,46
59,65,54
32,38,33
32,33,47
46,43,69
40,43,58
42,50,49
36,44,44
42,45,59
38,40,51
38,46,39
39,49,32
41,44,48
43,37,68
49,40,60
41,43,44
28,38,32
34,44,51
49,61,73
42,56,54
28,43,29
39,41,41
45,30,57
64,42,70
66,52,56
50,44,37
46,42,53
58,60,84
55,71,77
36,68,43
48,60,60
56,67,71
64,71,80
64,71,80
65,72,81
69,75,80
77,83,88
87,93,100
89,91,101
87,89,100
96,99,107
99,104,107
103,109,108
113,119,118
112,120,120
113,120,123
115,125,119
118,128,122
116,126,120
113,121,121
112,117,126
104,108,119
94,100,107
90,98,97
84,91,86
75,82,77
72,78,77
57,62,61
51,55,56
56,56,62
46,43,59
46,40,63
47,51,52
57,56,65
64,59,74
50,50,64
47,51,62
42,42,56
45,41,53
44,44,44
41,49,38
42,50,40
43,45,53
43,38,65
39,39,69
33,44,66
41,56,72
58,71,85
33,79,126
56,96,154
75,107,180
76,102,178
64,90,157
51,74,130
41,61,109
46,58,98
39,50,64
26,38,16
35,43,3
39,35,11
35,18,31
49,31,62
52,43,56
34,39,24
29,20,33
33,32,34
28,30,24
46,36,36
60,41,50
35,27,34
19,25,24
28,37,34
39,39,39
40,36,35
29,32,23
35,38,29
44,38,39
44,34,40
39,40,38
27,42,28
20,42,37
27,26,42
42,23,48
54,43,46
47,49,29
41,41,27
49,34,48
41,24,51
25,20,35
23,30,27
25,29,24
33,26,29
41,30,33
40,33,30
46,41,38
62,57,56
30,50,37
44,49,40
72,57,55
92,61,62
117,68,66
162,92,75
205,121,86
225,148,99
249,192,140
255,226,176
255,246,194
255,254,193
255,244,176
246,204,145
230,154,118
224,116,104
176,88,88
136,64,54
113,62,46
90,58,52
67,48,57
38,26,44
45,38,51
55,52,54
38,32,37
41,34,47
46,44,64
40,43,57
36,47,45
38,52,46
34,43,46
27,33,46
47,38,64
36,36,54
37,40,48
42,38,43
47,35,41
40,29,39
45,44,54
41,45,50
35,40,39
40,43,41
30,32,33
32,29,38
44,33,49
41,31,44
29,32,36
16,36,31
40,23,32
33,24,27
31,29,28
39,46,39
29,39,33
20,28,28
28,36,43
19,28,37
25,33,40
33,35,35
48,42,35
43,29,17
32,21,7
32,30,20
20,31,28
14,36,34
40,35,37
30,34,29
33,43,37
27,36,40
20,20,34
31,25,36
31,26,27
40,41,39
35,40,41
25,35,35
27,38,28
35,42,29
42,39,35
31,27,33
35,38,43
32,43,41
34,44,31
35,47,29
32,41,20
36,42,23
41,41,35
54,50,56
45,38,51
29,27,33
29,32,30
28,36,26
43,49,44
37,37,43
33,30,45
48,41,56
44,36,47
50,43,48
35,39,44
43,46,37
48,46,36
45,41,47
37,35,57
42,45,60
47,50,55
37,31,42
43,30,56
47,41,66
33,39,44
36,43,36
49,44,45
52,41,51
36,32,31
31,43,21
53,30,44
48,34,40
39,37,37
37,40,45
39,41,52
40,36,47
43,36,41
54,40,41
49,35,36
56,45,48
50,46,52
43,44,58
38,41,62
37,41,60
36,40,45
26,30,24
42,42,48
36,37,41
34,36,36
41,47,42
36,40,41
47,47,61
46,42,67
33,31,53
49,50,64
13,15,26
18,18,34
32,32,44
27,32,31
34,41,34
38,41,46
25,21,46
41,33,50
42,41,50
33,39,38
35,45,45
47,60,62
38,52,51
34,42,41
54,56,56
58,50,60
54,38,55
56,40,57
61,49,61
53,52,56
47,55,54
45,62,58
41,66,56
56,66,73
62,73,77
63,72,76
61,70,74
71,77,84
71,75,86
70,73,87
88,90,101
90,92,102
86,89,97
93,96,104
95,98,106
96,102,109
105,111,116
105,113,113
106,114,113
113,120,123
113,123,117
113,125,113
115,122,117
113,116,124
105,107,118
95,100,103
89,98,88
84,94,82
69,76,73
64,68,73
59,64,67
56,63,60
53,59,58
47,49,59
53,51,73
44,52,52
48,40,51
47,35,53
41,41,55
38,48,58
30,32,50
44,31,55
45,37,48
42,52,46
50,62,56
58,53,68
56,38,75
45,38,75
35,47,71
45,56,76
70,68,90
41,80,135
59,95,143
69,99,146
67,87,145
58,71,139
46,60,118
36,56,91
34,56,74
40,55,64
30,37,30
47,45,21
69,58,36
57,39,38
46,28,45
47,39,50
34,40,35
51,43,53
44,38,39
28,24,19
31,33,27
40,42,42
32,31,35
32,25,30
38,32,33
40,39,35
33,37,31
30,32,26
35,36,34
34,37,41
33,38,41
38,41,39
37,36,26
20,47,38
37,35,47
48,26,50
54,37,48
48,47,37
42,42,30
49,35,39
45,29,46
50,49,59
30,39,43
23,25,33
40,29,45
55,40,54
41,34,37
33,34,24
51,53,34
21,40,37
34,45,42
64,63,59
86,67,62
100,61,52
140,78,62
188,106,81
211,121,87
238,152,110
255,185,133
255,206,143
255,211,140
255,196,127
238,160,107
222,124,94
213,98,87
151,73,74
121,57,52
100,55,44
77,52,48
58,46,52
39,35,47
44,40,51
50,46,51
45,41,46
36,30,41
25,23,35
38,40,50
32,40,40
16,27,24
32,41,44
40,47,56
56,34,63
36,27,47
32,40,47
33,45,45
38,42,43
46,39,46
55,46,56
38,31,38
30,35,34
25,36,33
15,24,27
24,26,36
44,36,53
45,35,51
36,36,42
28,39,37
32,27,29
41,34,37
41,30,32
40,34,35
32,36,37
20,35,38
24,43,50
33,46,54
35,38,43
46,35,37
47,32,29
35,23,13
35,31,20
36,40,29
24,33,23
29,41,35
30,23,26
19,20,16
30,37,34
28,34,41
34,31,47
38,30,41
35,30,27
37,38,28
18,27,17
26,41,27
22,38,15
15,25,2
27,27,21
26,19,32
26,26,42
22,28,41
35,46,38
35,45,33
29,36,21
36,40,29
41,38,40
49,39,55
37,28,49
29,23,40
25,25,31
21,26,27
38,43,46
30,31,45
26,23,45
43,34,60
45,36,56
55,45,61
42,45,59
38,42,31
39,39,23
42,38,44
27,26,52
16,23,38
30,37,32
40,38,38
34,23,49
43,38,67
28,38,38
22,33,17
34,30,29
45,32,48
33,29,34
28,42,18
47,28,47
38,32,33
24,29,20
21,30,33
37,41,59
52,52,66
55,51,50
53,42,38
47,33,35
50,38,44
